Date,Week,Month,Year,Lock,Direction,Type,Barge Count
06/27/2020,26,6,2020,Ark Lock 1,Down,Empty,9
06/27/2020,26,6,2020,Ark Lock 1,Down,"Grain, Loaded",26
06/27/2020,26,6,2020,Ark Lock 1,Down,"Non-Grain, Loaded",11
06/27/2020,26,6,2020,Ark Lock 1,Up,Empty,3
06/27/2020,26,6,2020,Ark Lock 1,Up,Loaded,50
06/27/2020,26,6,2020,Miss Locks 27,Down,Empty,66
06/27/2020,26,6,2020,Miss Locks 27,Down,"Grain, Loaded",521
06/27/2020,26,6,2020,Miss Locks 27,Down,"Non-Grain, Loaded",153
06/27/2020,26,6,2020,Miss Locks 27,Up,Empty,410
06/27/2020,26,6,2020,Miss Locks 27,Up,Loaded,184
06/27/2020,26,6,2020,Ohio Olmsted,Down,Empty,249
06/27/2020,26,6,2020,Ohio Olmsted,Down,"Grain, Loaded",20
06/27/2020,26,6,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",256
06/27/2020,26,6,2020,Ohio Olmsted,Up,Empty,257
06/27/2020,26,6,2020,Ohio Olmsted,Up,Loaded,309
07/04/2020,27,7,2020,Ark Lock 1,Down,Empty,17
07/04/2020,27,7,2020,Ark Lock 1,Down,"Grain, Loaded",66
07/04/2020,27,7,2020,Ark Lock 1,Down,"Non-Grain, Loaded",21
07/04/2020,27,7,2020,Ark Lock 1,Up,Empty,10
07/04/2020,27,7,2020,Ark Lock 1,Up,Loaded,50
07/04/2020,27,7,2020,Miss Locks 27,Down,Empty,19
07/04/2020,27,7,2020,Miss Locks 27,Down,"Grain, Loaded",302
07/04/2020,27,7,2020,Miss Locks 27,Down,"Non-Grain, Loaded",114
07/04/2020,27,7,2020,Miss Locks 27,Up,Empty,396
07/04/2020,27,7,2020,Miss Locks 27,Up,Loaded,130
07/04/2020,27,7,2020,Ohio Olmsted,Down,Empty,226
07/04/2020,27,7,2020,Ohio Olmsted,Down,"Grain, Loaded",52
07/04/2020,27,7,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",317
07/04/2020,27,7,2020,Ohio Olmsted,Up,Empty,133
07/04/2020,27,7,2020,Ohio Olmsted,Up,Loaded,301
07/11/2020,28,7,2020,Ark Lock 1,Down,Empty,15
07/11/2020,28,7,2020,Ark Lock 1,Down,"Grain, Loaded",27
07/11/2020,28,7,2020,Ark Lock 1,Down,"Non-Grain, Loaded",12
07/11/2020,28,7,2020,Ark Lock 1,Up,Empty,3
07/11/2020,28,7,2020,Ark Lock 1,Up,Loaded,41
07/11/2020,28,7,2020,Miss Locks 27,Down,Empty,42
07/11/2020,28,7,2020,Miss Locks 27,Down,"Grain, Loaded",448
07/11/2020,28,7,2020,Miss Locks 27,Down,"Non-Grain, Loaded",104
07/11/2020,28,7,2020,Miss Locks 27,Up,Empty,477
07/11/2020,28,7,2020,Miss Locks 27,Up,Loaded,133
07/11/2020,28,7,2020,Ohio Olmsted,Down,Empty,137
07/11/2020,28,7,2020,Ohio Olmsted,Down,"Grain, Loaded",70
07/11/2020,28,7,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",186
07/11/2020,28,7,2020,Ohio Olmsted,Up,Empty,173
07/11/2020,28,7,2020,Ohio Olmsted,Up,Loaded,309
07/18/2020,29,7,2020,Ark Lock 1,Down,Empty,4
07/18/2020,29,7,2020,Ark Lock 1,Down,"Grain, Loaded",49
07/18/2020,29,7,2020,Ark Lock 1,Down,"Non-Grain, Loaded",10
07/18/2020,29,7,2020,Ark Lock 1,Up,Empty,6
07/18/2020,29,7,2020,Ark Lock 1,Up,Loaded,25
07/18/2020,29,7,2020,Miss Locks 27,Down,Empty,18
07/18/2020,29,7,2020,Miss Locks 27,Down,"Grain, Loaded",379
07/18/2020,29,7,2020,Miss Locks 27,Down,"Non-Grain, Loaded",130
07/18/2020,29,7,2020,Miss Locks 27,Up,Empty,396
07/18/2020,29,7,2020,Miss Locks 27,Up,Loaded,110
07/18/2020,29,7,2020,Ohio Olmsted,Down,Empty,189
07/18/2020,29,7,2020,Ohio Olmsted,Down,"Grain, Loaded",51
07/18/2020,29,7,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",267
07/18/2020,29,7,2020,Ohio Olmsted,Up,Empty,188
07/18/2020,29,7,2020,Ohio Olmsted,Up,Loaded,335
08/29/2020,35,8,2020,Ark Lock 1,Down,Empty,0
08/29/2020,35,8,2020,Ark Lock 1,Down,"Grain, Loaded",26
08/29/2020,35,8,2020,Ark Lock 1,Down,"Non-Grain, Loaded",1
08/29/2020,35,8,2020,Ark Lock 1,Up,Empty,2
08/29/2020,35,8,2020,Ark Lock 1,Up,Loaded,27
08/29/2020,35,8,2020,Miss Locks 27,Down,Empty,17
08/29/2020,35,8,2020,Miss Locks 27,Down,"Grain, Loaded",400
08/29/2020,35,8,2020,Miss Locks 27,Down,"Non-Grain, Loaded",146
08/29/2020,35,8,2020,Miss Locks 27,Up,Empty,314
08/29/2020,35,8,2020,Miss Locks 27,Up,Loaded,151
08/29/2020,35,8,2020,Ohio Olmsted,Down,Empty,196
08/29/2020,35,8,2020,Ohio Olmsted,Down,"Grain, Loaded",55
08/29/2020,35,8,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",254
08/29/2020,35,8,2020,Ohio Olmsted,Up,Empty,197
08/29/2020,35,8,2020,Ohio Olmsted,Up,Loaded,250
09/05/2020,36,9,2020,Ark Lock 1,Down,Empty,11
09/05/2020,36,9,2020,Ark Lock 1,Down,"Grain, Loaded",27
09/05/2020,36,9,2020,Ark Lock 1,Down,"Non-Grain, Loaded",7
09/05/2020,36,9,2020,Ark Lock 1,Up,Empty,18
09/05/2020,36,9,2020,Ark Lock 1,Up,Loaded,30
09/05/2020,36,9,2020,Miss Locks 27,Down,Empty,15
09/05/2020,36,9,2020,Miss Locks 27,Down,"Grain, Loaded",425
09/05/2020,36,9,2020,Miss Locks 27,Down,"Non-Grain, Loaded",85
09/05/2020,36,9,2020,Miss Locks 27,Up,Empty,221
09/05/2020,36,9,2020,Miss Locks 27,Up,Loaded,170
09/05/2020,36,9,2020,Ohio Olmsted,Down,Empty,154
09/05/2020,36,9,2020,Ohio Olmsted,Down,"Grain, Loaded",58
09/05/2020,36,9,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",286
09/05/2020,36,9,2020,Ohio Olmsted,Up,Empty,196
09/05/2020,36,9,2020,Ohio Olmsted,Up,Loaded,274
09/12/2020,37,9,2020,Ark Lock 1,Down,Empty,4
09/12/2020,37,9,2020,Ark Lock 1,Down,"Grain, Loaded",32
09/12/2020,37,9,2020,Ark Lock 1,Down,"Non-Grain, Loaded",19
09/12/2020,37,9,2020,Ark Lock 1,Up,Empty,22
09/12/2020,37,9,2020,Ark Lock 1,Up,Loaded,27
09/12/2020,37,9,2020,Miss Locks 27,Down,Empty,25
09/12/2020,37,9,2020,Miss Locks 27,Down,"Grain, Loaded",447
09/12/2020,37,9,2020,Miss Locks 27,Down,"Non-Grain, Loaded",151
09/12/2020,37,9,2020,Miss Locks 27,Up,Empty,199
09/12/2020,37,9,2020,Miss Locks 27,Up,Loaded,203
07/25/2020,30,7,2020,Ark Lock 1,Down,Empty,7
07/25/2020,30,7,2020,Ark Lock 1,Down,"Grain, Loaded",19
07/25/2020,30,7,2020,Ark Lock 1,Down,"Non-Grain, Loaded",19
07/25/2020,30,7,2020,Ark Lock 1,Up,Empty,10
07/25/2020,30,7,2020,Ark Lock 1,Up,Loaded,43
07/25/2020,30,7,2020,Miss Locks 27,Down,Empty,25
07/25/2020,30,7,2020,Miss Locks 27,Down,"Grain, Loaded",455
07/25/2020,30,7,2020,Miss Locks 27,Down,"Non-Grain, Loaded",116
07/25/2020,30,7,2020,Miss Locks 27,Up,Empty,566
07/25/2020,30,7,2020,Miss Locks 27,Up,Loaded,160
07/25/2020,30,7,2020,Ohio Olmsted,Down,Empty,185
07/25/2020,30,7,2020,Ohio Olmsted,Down,"Grain, Loaded",51
07/25/2020,30,7,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",238
07/25/2020,30,7,2020,Ohio Olmsted,Up,Empty,163
07/25/2020,30,7,2020,Ohio Olmsted,Up,Loaded,309
08/01/2020,31,7,2020,Ark Lock 1,Down,Empty,13
08/01/2020,31,7,2020,Ark Lock 1,Down,"Grain, Loaded",33
08/01/2020,31,7,2020,Ark Lock 1,Down,"Non-Grain, Loaded",11
08/01/2020,31,7,2020,Ark Lock 1,Up,Empty,14
08/01/2020,31,7,2020,Ark Lock 1,Up,Loaded,51
08/01/2020,31,7,2020,Miss Locks 27,Down,Empty,21
08/01/2020,31,7,2020,Miss Locks 27,Down,"Grain, Loaded",441
08/01/2020,31,7,2020,Miss Locks 27,Down,"Non-Grain, Loaded",121
08/01/2020,31,7,2020,Miss Locks 27,Up,Empty,441
08/01/2020,31,7,2020,Miss Locks 27,Up,Loaded,146
08/01/2020,31,7,2020,Ohio Olmsted,Down,Empty,163
08/01/2020,31,7,2020,Ohio Olmsted,Down,"Grain, Loaded",83
08/01/2020,31,7,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",218
08/01/2020,31,7,2020,Ohio Olmsted,Up,Empty,219
08/01/2020,31,7,2020,Ohio Olmsted,Up,Loaded,319
08/08/2020,32,8,2020,Ark Lock 1,Down,Empty,9
08/08/2020,32,8,2020,Ark Lock 1,Down,"Grain, Loaded",26
08/08/2020,32,8,2020,Ark Lock 1,Down,"Non-Grain, Loaded",26
08/08/2020,32,8,2020,Ark Lock 1,Up,Empty,19
08/08/2020,32,8,2020,Ark Lock 1,Up,Loaded,45
08/08/2020,32,8,2020,Miss Locks 27,Down,Empty,17
08/08/2020,32,8,2020,Miss Locks 27,Down,"Grain, Loaded",314
08/08/2020,32,8,2020,Miss Locks 27,Down,"Non-Grain, Loaded",68
08/08/2020,32,8,2020,Miss Locks 27,Up,Empty,304
08/08/2020,32,8,2020,Miss Locks 27,Up,Loaded,156
08/08/2020,32,8,2020,Ohio Olmsted,Down,Empty,164
08/08/2020,32,8,2020,Ohio Olmsted,Down,"Grain, Loaded",59
08/08/2020,32,8,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",231
08/08/2020,32,8,2020,Ohio Olmsted,Up,Empty,192
08/08/2020,32,8,2020,Ohio Olmsted,Up,Loaded,271
08/15/2020,33,8,2020,Ark Lock 1,Down,Empty,7
08/15/2020,33,8,2020,Ark Lock 1,Down,"Grain, Loaded",37
08/15/2020,33,8,2020,Ark Lock 1,Down,"Non-Grain, Loaded",10
08/15/2020,33,8,2020,Ark Lock 1,Up,Empty,14
08/15/2020,33,8,2020,Ark Lock 1,Up,Loaded,43
08/15/2020,33,8,2020,Miss Locks 27,Down,Empty,32
08/15/2020,33,8,2020,Miss Locks 27,Down,"Grain, Loaded",457
08/15/2020,33,8,2020,Miss Locks 27,Down,"Non-Grain, Loaded",106
08/15/2020,33,8,2020,Miss Locks 27,Up,Empty,310
08/15/2020,33,8,2020,Miss Locks 27,Up,Loaded,134
08/15/2020,33,8,2020,Ohio Olmsted,Down,Empty,219
08/15/2020,33,8,2020,Ohio Olmsted,Down,"Grain, Loaded",84
08/15/2020,33,8,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",312
08/15/2020,33,8,2020,Ohio Olmsted,Up,Empty,264
08/15/2020,33,8,2020,Ohio Olmsted,Up,Loaded,212
09/12/2020,37,9,2020,Ohio Olmsted,Down,Empty,144
09/12/2020,37,9,2020,Ohio Olmsted,Down,"Grain, Loaded",35
09/12/2020,37,9,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",192
09/12/2020,37,9,2020,Ohio Olmsted,Up,Empty,268
09/12/2020,37,9,2020,Ohio Olmsted,Up,Loaded,276
10/31/2020,44,10,2020,Ark Lock 1,Down,Empty,10
10/31/2020,44,10,2020,Ark Lock 1,Down,"Grain, Loaded",50
10/31/2020,44,10,2020,Ark Lock 1,Down,"Non-Grain, Loaded",21
10/31/2020,44,10,2020,Ark Lock 1,Up,Empty,35
10/31/2020,44,10,2020,Ark Lock 1,Up,Loaded,51
10/31/2020,44,10,2020,Miss Locks 27,Down,Empty,25
10/31/2020,44,10,2020,Miss Locks 27,Down,"Grain, Loaded",391
10/31/2020,44,10,2020,Miss Locks 27,Down,"Non-Grain, Loaded",136
10/31/2020,44,10,2020,Miss Locks 27,Up,Empty,442
10/31/2020,44,10,2020,Miss Locks 27,Up,Loaded,287
10/31/2020,44,10,2020,Ohio Olmsted,Down,Empty,160
10/31/2020,44,10,2020,Ohio Olmsted,Down,"Grain, Loaded",153
10/31/2020,44,10,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",239
10/31/2020,44,10,2020,Ohio Olmsted,Up,Empty,201
10/31/2020,44,10,2020,Ohio Olmsted,Up,Loaded,313
11/07/2020,45,11,2020,Ark Lock 1,Down,Empty,4
11/07/2020,45,11,2020,Ark Lock 1,Down,"Grain, Loaded",43
11/07/2020,45,11,2020,Ark Lock 1,Down,"Non-Grain, Loaded",12
11/07/2020,45,11,2020,Ark Lock 1,Up,Empty,17
11/07/2020,45,11,2020,Ark Lock 1,Up,Loaded,29
11/07/2020,45,11,2020,Miss Locks 27,Down,Empty,27
11/07/2020,45,11,2020,Miss Locks 27,Down,"Grain, Loaded",428
11/07/2020,45,11,2020,Miss Locks 27,Down,"Non-Grain, Loaded",171
11/07/2020,45,11,2020,Miss Locks 27,Up,Empty,451
11/07/2020,45,11,2020,Miss Locks 27,Up,Loaded,197
11/07/2020,45,11,2020,Ohio Olmsted,Down,Empty,105
11/07/2020,45,11,2020,Ohio Olmsted,Down,"Grain, Loaded",137
11/07/2020,45,11,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",204
11/07/2020,45,11,2020,Ohio Olmsted,Up,Empty,168
11/07/2020,45,11,2020,Ohio Olmsted,Up,Loaded,201
11/14/2020,46,11,2020,Ark Lock 1,Down,Empty,4
11/14/2020,46,11,2020,Ark Lock 1,Down,"Grain, Loaded",48
11/14/2020,46,11,2020,Ark Lock 1,Down,"Non-Grain, Loaded",7
11/14/2020,46,11,2020,Ark Lock 1,Up,Empty,32
11/14/2020,46,11,2020,Ark Lock 1,Up,Loaded,45
08/22/2020,34,8,2020,Ark Lock 1,Down,Empty,11
08/22/2020,34,8,2020,Ark Lock 1,Down,"Grain, Loaded",21
08/22/2020,34,8,2020,Ark Lock 1,Down,"Non-Grain, Loaded",28
08/22/2020,34,8,2020,Ark Lock 1,Up,Empty,6
08/22/2020,34,8,2020,Ark Lock 1,Up,Loaded,6
08/22/2020,34,8,2020,Miss Locks 27,Down,Empty,18
08/22/2020,34,8,2020,Miss Locks 27,Down,"Grain, Loaded",522
08/22/2020,34,8,2020,Miss Locks 27,Down,"Non-Grain, Loaded",112
08/22/2020,34,8,2020,Miss Locks 27,Up,Empty,362
08/22/2020,34,8,2020,Miss Locks 27,Up,Loaded,232
08/22/2020,34,8,2020,Ohio Olmsted,Down,Empty,187
08/22/2020,34,8,2020,Ohio Olmsted,Down,"Grain, Loaded",41
08/22/2020,34,8,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",323
08/22/2020,34,8,2020,Ohio Olmsted,Up,Empty,187
08/22/2020,34,8,2020,Ohio Olmsted,Up,Loaded,317
09/19/2020,38,9,2020,Ark Lock 1,Down,Empty,6
09/19/2020,38,9,2020,Ark Lock 1,Down,"Grain, Loaded",25
09/19/2020,38,9,2020,Ark Lock 1,Down,"Non-Grain, Loaded",16
09/19/2020,38,9,2020,Ark Lock 1,Up,Empty,15
09/19/2020,38,9,2020,Ark Lock 1,Up,Loaded,48
09/19/2020,38,9,2020,Miss Locks 27,Down,Empty,20
09/19/2020,38,9,2020,Miss Locks 27,Down,"Grain, Loaded",238
09/19/2020,38,9,2020,Miss Locks 27,Down,"Non-Grain, Loaded",92
09/19/2020,38,9,2020,Miss Locks 27,Up,Empty,231
09/19/2020,38,9,2020,Miss Locks 27,Up,Loaded,70
09/19/2020,38,9,2020,Ohio Olmsted,Down,Empty,180
09/19/2020,38,9,2020,Ohio Olmsted,Down,"Grain, Loaded",55
09/19/2020,38,9,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",328
09/19/2020,38,9,2020,Ohio Olmsted,Up,Empty,263
09/19/2020,38,9,2020,Ohio Olmsted,Up,Loaded,284
09/26/2020,39,9,2020,Ark Lock 1,Down,Empty,15
09/26/2020,39,9,2020,Ark Lock 1,Down,"Grain, Loaded",10
09/26/2020,39,9,2020,Ark Lock 1,Down,"Non-Grain, Loaded",13
09/26/2020,39,9,2020,Ark Lock 1,Up,Empty,14
09/26/2020,39,9,2020,Ark Lock 1,Up,Loaded,32
09/26/2020,39,9,2020,Miss Locks 27,Down,Empty,10
09/26/2020,39,9,2020,Miss Locks 27,Down,"Grain, Loaded",180
09/26/2020,39,9,2020,Miss Locks 27,Down,"Non-Grain, Loaded",91
09/26/2020,39,9,2020,Miss Locks 27,Up,Empty,266
09/26/2020,39,9,2020,Miss Locks 27,Up,Loaded,126
09/26/2020,39,9,2020,Ohio Olmsted,Down,Empty,211
09/26/2020,39,9,2020,Ohio Olmsted,Down,"Grain, Loaded",122
09/26/2020,39,9,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",234
09/26/2020,39,9,2020,Ohio Olmsted,Up,Empty,257
09/26/2020,39,9,2020,Ohio Olmsted,Up,Loaded,280
10/03/2020,40,9,2020,Ark Lock 1,Down,Empty,17
10/03/2020,40,9,2020,Ark Lock 1,Down,"Grain, Loaded",40
10/03/2020,40,9,2020,Ark Lock 1,Down,"Non-Grain, Loaded",19
10/03/2020,40,9,2020,Ark Lock 1,Up,Empty,7
10/03/2020,40,9,2020,Ark Lock 1,Up,Loaded,28
10/03/2020,40,9,2020,Miss Locks 27,Down,Empty,38
10/03/2020,40,9,2020,Miss Locks 27,Down,"Grain, Loaded",336
10/03/2020,40,9,2020,Miss Locks 27,Down,"Non-Grain, Loaded",106
10/03/2020,40,9,2020,Miss Locks 27,Up,Empty,357
10/03/2020,40,9,2020,Miss Locks 27,Up,Loaded,133
10/03/2020,40,9,2020,Ohio Olmsted,Down,Empty,161
10/03/2020,40,9,2020,Ohio Olmsted,Down,"Grain, Loaded",138
10/03/2020,40,9,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",342
10/03/2020,40,9,2020,Ohio Olmsted,Up,Empty,271
10/03/2020,40,9,2020,Ohio Olmsted,Up,Loaded,327
11/14/2020,46,11,2020,Miss Locks 27,Down,Empty,38
11/14/2020,46,11,2020,Miss Locks 27,Down,"Grain, Loaded",468
11/14/2020,46,11,2020,Miss Locks 27,Down,"Non-Grain, Loaded",177
11/14/2020,46,11,2020,Miss Locks 27,Up,Empty,317
11/14/2020,46,11,2020,Miss Locks 27,Up,Loaded,190
11/14/2020,46,11,2020,Ohio Olmsted,Down,Empty,135
11/14/2020,46,11,2020,Ohio Olmsted,Down,"Grain, Loaded",91
11/14/2020,46,11,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",234
11/14/2020,46,11,2020,Ohio Olmsted,Up,Empty,293
11/14/2020,46,11,2020,Ohio Olmsted,Up,Loaded,285
12/10/2005,49,12,2005,Ohio Olmsted,Up,Loaded,349
12/17/2005,50,12,2005,Ark Lock 1,Down,Empty,24
12/17/2005,50,12,2005,Ark Lock 1,Down,"Grain, Loaded",38
12/17/2005,50,12,2005,Ark Lock 1,Down,"Non-Grain, Loaded",4
12/17/2005,50,12,2005,Ark Lock 1,Up,Empty,27
12/17/2005,50,12,2005,Ark Lock 1,Up,Loaded,22
12/17/2005,50,12,2005,Miss Locks 27,Down,Empty,107
12/17/2005,50,12,2005,Miss Locks 27,Down,"Grain, Loaded",358
12/17/2005,50,12,2005,Miss Locks 27,Down,"Non-Grain, Loaded",23
12/17/2005,50,12,2005,Miss Locks 27,Up,Empty,302
12/17/2005,50,12,2005,Miss Locks 27,Up,Loaded,54
12/17/2005,50,12,2005,Ohio Olmsted,Down,Empty,424
12/17/2005,50,12,2005,Ohio Olmsted,Down,"Grain, Loaded",93
12/17/2005,50,12,2005,Ohio Olmsted,Down,"Non-Grain, Loaded",98
12/17/2005,50,12,2005,Ohio Olmsted,Up,Empty,286
12/17/2005,50,12,2005,Ohio Olmsted,Up,Loaded,314
12/24/2005,51,12,2005,Ark Lock 1,Down,Empty,26
12/24/2005,51,12,2005,Ark Lock 1,Down,"Grain, Loaded",25
12/24/2005,51,12,2005,Ark Lock 1,Down,"Non-Grain, Loaded",3
12/24/2005,51,12,2005,Ark Lock 1,Up,Empty,36
12/24/2005,51,12,2005,Ark Lock 1,Up,Loaded,18
12/24/2005,51,12,2005,Miss Locks 27,Down,Empty,63
12/24/2005,51,12,2005,Miss Locks 27,Down,"Grain, Loaded",211
12/24/2005,51,12,2005,Miss Locks 27,Down,"Non-Grain, Loaded",14
12/24/2005,51,12,2005,Miss Locks 27,Up,Empty,199
12/24/2005,51,12,2005,Miss Locks 27,Up,Loaded,99
12/24/2005,51,12,2005,Ohio Olmsted,Down,Empty,403
12/24/2005,51,12,2005,Ohio Olmsted,Down,"Grain, Loaded",148
12/24/2005,51,12,2005,Ohio Olmsted,Down,"Non-Grain, Loaded",158
12/24/2005,51,12,2005,Ohio Olmsted,Up,Empty,301
10/10/2020,41,10,2020,Ark Lock 1,Down,Empty,13
10/10/2020,41,10,2020,Ark Lock 1,Down,"Grain, Loaded",46
10/10/2020,41,10,2020,Ark Lock 1,Down,"Non-Grain, Loaded",24
10/10/2020,41,10,2020,Ark Lock 1,Up,Empty,11
10/10/2020,41,10,2020,Ark Lock 1,Up,Loaded,42
10/10/2020,41,10,2020,Miss Locks 27,Down,Empty,19
10/10/2020,41,10,2020,Miss Locks 27,Down,"Grain, Loaded",303
10/10/2020,41,10,2020,Miss Locks 27,Down,"Non-Grain, Loaded",99
10/10/2020,41,10,2020,Miss Locks 27,Up,Empty,295
10/10/2020,41,10,2020,Miss Locks 27,Up,Loaded,133
10/10/2020,41,10,2020,Ohio Olmsted,Down,Empty,151
10/10/2020,41,10,2020,Ohio Olmsted,Down,"Grain, Loaded",126
10/10/2020,41,10,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",298
10/10/2020,41,10,2020,Ohio Olmsted,Up,Empty,246
10/10/2020,41,10,2020,Ohio Olmsted,Up,Loaded,303
10/17/2020,42,10,2020,Ark Lock 1,Down,Empty,4
10/17/2020,42,10,2020,Ark Lock 1,Down,"Grain, Loaded",41
10/17/2020,42,10,2020,Ark Lock 1,Down,"Non-Grain, Loaded",15
10/17/2020,42,10,2020,Ark Lock 1,Up,Empty,19
10/17/2020,42,10,2020,Ark Lock 1,Up,Loaded,45
10/17/2020,42,10,2020,Miss Locks 27,Down,Empty,18
10/17/2020,42,10,2020,Miss Locks 27,Down,"Grain, Loaded",415
10/17/2020,42,10,2020,Miss Locks 27,Down,"Non-Grain, Loaded",46
10/17/2020,42,10,2020,Miss Locks 27,Up,Empty,415
10/17/2020,42,10,2020,Miss Locks 27,Up,Loaded,181
10/17/2020,42,10,2020,Ohio Olmsted,Down,Empty,166
10/17/2020,42,10,2020,Ohio Olmsted,Down,"Grain, Loaded",243
10/17/2020,42,10,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",325
10/17/2020,42,10,2020,Ohio Olmsted,Up,Empty,182
10/17/2020,42,10,2020,Ohio Olmsted,Up,Loaded,239
10/24/2020,43,10,2020,Ark Lock 1,Down,Empty,3
10/24/2020,43,10,2020,Ark Lock 1,Down,"Grain, Loaded",40
10/24/2020,43,10,2020,Ark Lock 1,Down,"Non-Grain, Loaded",16
10/24/2020,43,10,2020,Ark Lock 1,Up,Empty,45
10/24/2020,43,10,2020,Ark Lock 1,Up,Loaded,60
10/24/2020,43,10,2020,Miss Locks 27,Down,Empty,22
10/24/2020,43,10,2020,Miss Locks 27,Down,"Grain, Loaded",585
10/24/2020,43,10,2020,Miss Locks 27,Down,"Non-Grain, Loaded",126
10/24/2020,43,10,2020,Miss Locks 27,Up,Empty,349
10/24/2020,43,10,2020,Miss Locks 27,Up,Loaded,223
10/24/2020,43,10,2020,Ohio Olmsted,Down,Empty,99
10/24/2020,43,10,2020,Ohio Olmsted,Down,"Grain, Loaded",132
10/24/2020,43,10,2020,Ohio Olmsted,Down,"Non-Grain, Loaded",252
10/24/2020,43,10,2020,Ohio Olmsted,Up,Empty,185
10/24/2020,43,10,2020,Ohio Olmsted,Up,Loaded,270
08/27/2005,34,8,2005,Ark Lock 1,Down,Empty,19
08/27/2005,34,8,2005,Ark Lock 1,Down,Loaded,34
08/27/2005,34,8,2005,Ark Lock 1,Up,Empty,27
08/27/2005,34,8,2005,Ark Lock 1,Up,Loaded,21
08/27/2005,34,8,2005,Miss Locks 27,Down,Empty,115
08/27/2005,34,8,2005,Miss Locks 27,Down,Loaded,412
08/27/2005,34,8,2005,Miss Locks 27,Up,Empty,126
08/27/2005,34,8,2005,Miss Locks 27,Up,Loaded,172
08/27/2005,34,8,2005,Ohio Olmsted,Down,Empty,320
08/27/2005,34,8,2005,Ohio Olmsted,Down,Loaded,227
08/27/2005,34,8,2005,Ohio Olmsted,Up,Empty,162
08/27/2005,34,8,2005,Ohio Olmsted,Up,Loaded,331
09/03/2005,35,8,2005,Ark Lock 1,Down,Empty,18
09/03/2005,35,8,2005,Ark Lock 1,Down,Loaded,16
09/03/2005,35,8,2005,Ark Lock 1,Up,Empty,5
09/03/2005,35,8,2005,Ark Lock 1,Up,Loaded,13
09/03/2005,35,8,2005,Miss Locks 27,Down,Empty,117
09/03/2005,35,8,2005,Miss Locks 27,Down,Loaded,360
09/03/2005,35,8,2005,Miss Locks 27,Up,Empty,88
09/03/2005,35,8,2005,Miss Locks 27,Up,Loaded,202
09/03/2005,35,8,2005,Ohio Olmsted,Down,Empty,421
09/03/2005,35,8,2005,Ohio Olmsted,Down,Loaded,249
09/03/2005,35,8,2005,Ohio Olmsted,Up,Empty,239
09/03/2005,35,8,2005,Ohio Olmsted,Up,Loaded,408
09/10/2005,36,9,2005,Ark Lock 1,Down,Empty,23
09/10/2005,36,9,2005,Ark Lock 1,Down,Loaded,24
09/10/2005,36,9,2005,Ark Lock 1,Up,Empty,43
09/10/2005,36,9,2005,Ark Lock 1,Up,Loaded,12
09/10/2005,36,9,2005,Miss Locks 27,Down,Empty,87
09/10/2005,36,9,2005,Miss Locks 27,Down,Loaded,321
09/10/2005,36,9,2005,Miss Locks 27,Up,Empty,71
09/10/2005,36,9,2005,Miss Locks 27,Up,Loaded,147
09/10/2005,36,9,2005,Ohio Olmsted,Down,Empty,397
09/10/2005,36,9,2005,Ohio Olmsted,Down,Loaded,144
09/10/2005,36,9,2005,Ohio Olmsted,Up,Empty,184
09/10/2005,36,9,2005,Ohio Olmsted,Up,Loaded,311
09/17/2005,37,9,2005,Ark Lock 1,Down,Empty,15
09/17/2005,37,9,2005,Ark Lock 1,Down,Loaded,45
09/17/2005,37,9,2005,Ark Lock 1,Up,Empty,4
09/17/2005,37,9,2005,Ark Lock 1,Up,Loaded,14
09/17/2005,37,9,2005,Miss Locks 27,Down,Empty,149
09/17/2005,37,9,2005,Miss Locks 27,Down,Loaded,165
09/17/2005,37,9,2005,Miss Locks 27,Up,Empty,42
09/17/2005,37,9,2005,Miss Locks 27,Up,Loaded,116
09/17/2005,37,9,2005,Ohio Olmsted,Down,Empty,452
09/17/2005,37,9,2005,Ohio Olmsted,Down,Loaded,144
09/17/2005,37,9,2005,Ohio Olmsted,Up,Empty,180
09/17/2005,37,9,2005,Ohio Olmsted,Up,Loaded,221
09/24/2005,38,9,2005,Ark Lock 1,Down,Empty,12
09/24/2005,38,9,2005,Ark Lock 1,Down,Loaded,18
09/24/2005,38,9,2005,Ark Lock 1,Up,Empty,34
09/24/2005,38,9,2005,Ark Lock 1,Up,Loaded,8
